students_passed,num_teachers,total_students,Total_budget,dropout_rate,avg_class_size,school_distance,district_label
632,84,1287,19231,0.18,15.32,8,Nyarugenge
464,47,875,18877,0.23,18.62,7,Nyarugenge
257,68,2705,7280,0.27,39.78,6,Nyarugenge
982,51,803,19689,0.13,15.75,7,Nyarugenge
250,99,2809,16583,0.11,28.37,1,Nyarugenge
818,44,990,7732,0.06,22.5,7,Nyarugenge
311,25,1014,8878,0.23,40.56,7,Nyarugenge
513,42,2257,13858,0.28,53.74,2,Nyarugenge
558,50,2620,9503,0.05,52.4,8,Nyarugenge
745,21,2678,7196,0.24,127.52,9,Nyarugenge
298,50,1991,17174,0.25,39.82,5,Nyarugenge
596,21,591,7069,0.25,28.14,1,Nyarugenge
650,65,2748,19594,0.05,42.28,6,Nyarugenge
525,97,1742,13364,0.12,17.96,2,Nyarugenge
258,58,629,15768,0.19,10.84,4,Nyarugenge
368,38,2760,11839,0.28,72.63,5,Nyarugenge
402,30,1867,16819,0.19,62.23,4,Gasabo
566,13,1635,16537,0.07,125.77,7,Nyarugenge
917,74,2273,15302,0.11,30.72,3,Nyarugenge
534,76,2611,16363,0.23,34.36,8,Nyarugenge
934,83,906,19004,0.29,10.92,7,Nyarugenge
296,88,2552,18057,0.06,29.0,8,Nyarugenge
471,48,906,16330,0.09,18.88,5,Nyarugenge
752,35,2562,8243,0.29,73.2,1,Nyarugenge
212,67,1940,19025,0.27,28.96,8,Nyarugenge
550,28,2279,13334,0.19,81.39,9,Nyarugenge
369,30,2251,18823,0.21,75.03,6,Nyarugenge
912,92,1002,5307,0.2,10.89,3,Nyarugenge
544,18,836,13960,0.28,46.44,3,Nyarugenge
398,86,871,12605,0.07,10.13,4,Nyarugenge
989,59,1737,6178,0.15,29.44,6,Nyarugenge
663,56,1735,15387,0.07,30.98,1,Nyarugenge
203,51,2993,10013,0.28,58.69,9,Nyarugenge
452,30,842,19198,0.24,28.07,5,Nyarugenge
952,31,1520,14683,0.17,49.03,9,Nyarugenge
810,20,791,13293,0.16,39.55,1,Nyarugenge
330,91,1078,5673,0.18,11.85,6,Nyarugenge
235,94,602,10813,0.26,6.4,1,Nyarugenge
261,78,1057,14115,0.08,13.55,7,Nyarugenge
234,22,604,10279,0.1,27.45,4,Nyarugenge
969,75,2905,5292,0.11,38.73,1,Gasabo
521,16,637,12182,0.23,39.81,1,Nyarugenge
262,92,2202,18297,0.27,23.93,3,Nyarugenge
716,93,655,14060,0.07,7.04,8,Nyarugenge
620,15,564,19380,0.27,37.6,8,Nyarugenge
887,94,2311,14587,0.16,24.59,7,Nyarugenge
702,24,1008,13387,0.18,42.0,4,Nyarugenge
494,45,2630,12805,0.08,58.44,7,Nyarugenge
410,61,616,19957,0.22,10.1,5,Nyarugenge
796,67,1493,12177,0.08,22.28,6,Nyarugenge
526,23,1282,5566,0.08,55.74,3,Nyarugenge
974,83,1280,12786,0.12,15.42,4,Nyarugenge
355,63,2870,7336,0.2,45.56,8,Nyarugenge
535,50,1858,14534,0.07,37.16,5,Nyarugenge
899,51,1761,18761,0.08,34.53,9,Nyarugenge
460,20,1338,11485,0.24,66.9,8,Nyarugenge
865,30,2190,19398,0.15,73.0,9,Nyarugenge
380,94,2323,7910,0.29,24.71,5,Nyarugenge
285,83,710,9551,0.22,8.55,9,Nyarugenge
434,40,1398,7079,0.28,34.95,9,Nyarugenge
722,66,973,13702,0.29,14.74,6,Nyarugenge
630,93,1762,19500,0.15,18.95,6,Nyarugenge
595,12,1929,5754,0.2,160.75,8,Nyarugenge
706,79,1924,5258,0.09,24.35,4,Nyarugenge
655,73,2538,18709,0.13,34.77,7,Nyarugenge
389,26,1498,7603,0.07,57.62,5,Nyarugenge
696,13,1907,14543,0.07,146.69,9,Nyarugenge
247,43,1617,5560,0.07,37.6,9,Nyarugenge
242,69,2244,10177,0.19,32.52,6,Nyarugenge
384,18,1607,12752,0.25,89.28,9,Nyarugenge
991,82,1307,11183,0.09,15.94,1,Nyarugenge
534,50,1330,7537,0.15,26.6,9,Nyarugenge
480,70,2764,8664,0.16,39.49,6,Nyarugenge
700,40,1023,19184,0.21,25.58,3,Nyarugenge
251,90,1721,5639,0.25,19.12,2,Nyarugenge
639,22,2345,6611,0.28,106.59,4,Nyarugenge
239,21,775,13511,0.09,36.9,3,Nyarugenge
939,77,561,7276,0.18,7.29,6,Nyarugenge
440,85,582,9585,0.22,6.85,8,Nyarugenge
323,18,1890,8389,0.2,105.0,7,Nyarugenge
343,33,1493,17390,0.15,45.24,6,Nyarugenge
412,16,2213,18744,0.25,138.31,3,Nyarugenge
911,94,2672,13242,0.26,28.43,9,Nyarugenge
766,24,2696,12460,0.29,112.33,9,Nyarugenge
373,71,1195,18788,0.21,16.83,5,Nyarugenge
637,38,947,11173,0.29,24.92,6,Nyarugenge
906,26,2605,8659,0.21,100.19,3,Nyarugenge
367,60,2001,6723,0.1,33.35,6,Nyarugenge
261,29,1169,5663,0.25,40.31,3,Nyarugenge
405,69,2644,9229,0.08,38.32,4,Nyarugenge
476,36,1153,8495,0.06,32.03,2,Nyarugenge
587,54,1590,15628,0.17,29.44,3,Nyarugenge
774,64,1720,11554,0.06,26.88,1,Nyarugenge
544,98,2504,7878,0.17,25.55,6,Nyarugenge
669,41,804,15988,0.28,19.61,9,Nyarugenge
479,60,1197,19080,0.1,19.95,4,Nyarugenge
242,32,1235,13167,0.19,38.59,5,Nyarugenge
574,15,1039,11586,0.11,69.27,1,Nyarugenge
223,89,2407,13499,0.08,27.04,7,Nyarugenge
537,13,2244,6890,0.16,172.62,6,Nyarugenge
715,39,2998,18802,0.11,76.87,5,Nyarugenge
630,88,789,17404,0.28,8.97,1,Nyarugenge
710,87,1823,16595,0.12,20.95,6,Nyarugenge
814,44,1689,9888,0.26,38.39,9,Nyarugenge
539,55,2801,19996,0.12,50.93,1,Nyarugenge
372,27,2676,5832,0.12,99.11,2,Nyarugenge
783,84,2525,7132,0.07,30.06,4,Nyarugenge
283,57,721,18454,0.13,12.65,4,Nyarugenge
545,44,1417,6593,0.18,32.2,7,Nyarugenge
876,97,2828,8027,0.24,29.15,4,Nyarugenge
860,51,1986,10569,0.1,38.94,3,Nyarugenge
478,15,508,10486,0.06,33.87,1,Nyarugenge
324,99,2402,15631,0.1,24.26,6,Nyarugenge
351,37,899,9124,0.27,24.3,5,Nyarugenge
493,31,1724,17979,0.16,55.61,3,Nyarugenge
809,21,2047,10016,0.22,97.48,2,Nyarugenge
415,85,2061,7299,0.23,24.25,5,Nyarugenge
768,17,1956,10019,0.18,115.06,2,Nyarugenge
801,67,2260,8908,0.17,33.73,9,Nyarugenge
966,54,1798,14009,0.19,33.3,9,Nyarugenge
565,99,965,7716,0.06,9.75,9,Nyarugenge
711,71,1428,13843,0.18,20.11,6,Nyarugenge
625,36,2077,19759,0.18,57.69,2,Nyarugenge
276,15,2853,12624,0.18,190.2,6,Nyarugenge
993,78,1357,5167,0.07,17.4,7,Nyarugenge
491,73,1323,10715,0.08,18.12,3,Nyarugenge
851,55,583,16001,0.21,10.6,8,Nyarugenge
282,98,2219,8181,0.06,22.64,5,Nyarugenge
232,39,2585,11186,0.16,66.28,7,Nyarugenge
801,69,1279,19456,0.27,18.54,8,Nyarugenge
599,90,1660,16905,0.11,18.44,4,Nyarugenge
352,49,788,6912,0.07,16.08,4,Nyarugenge
903,90,2731,8876,0.12,30.34,7,Nyarugenge
401,31,2423,7920,0.11,78.16,4,Nyarugenge
974,23,1782,18933,0.07,77.48,4,Nyarugenge
623,56,1159,7933,0.29,20.7,1,Nyarugenge
902,71,2337,7828,0.21,32.92,5,Nyarugenge
690,95,1076,12318,0.29,11.33,9,Nyarugenge
947,39,711,16048,0.12,18.23,9,Nyarugenge
366,16,1978,14547,0.29,123.62,5,Nyarugenge
362,47,1079,7145,0.26,22.96,7,Nyarugenge
846,25,759,16751,0.28,30.36,8,Nyarugenge
442,79,1616,19146,0.3,20.46,2,Nyarugenge
869,58,2445,17888,0.26,42.16,4,Nyarugenge
280,95,1131,15868,0.07,11.91,4,Nyarugenge
405,24,2172,6483,0.15,90.5,6,Nyarugenge
772,48,2515,13337,0.22,52.4,7,Nyarugenge
267,73,2754,14083,0.22,37.73,3,Nyarugenge
256,19,1164,7580,0.29,61.26,1,Nyarugenge
857,31,1295,15997,0.11,41.77,9,Nyarugenge
559,18,1795,6209,0.23,99.72,3,Nyarugenge
557,73,2572,18431,0.25,35.23,9,Nyarugenge
925,27,860,11857,0.2,31.85,9,Nyarugenge
639,10,2016,9991,0.27,201.6,6,Nyarugenge
534,38,1429,16598,0.16,37.61,1,Nyarugenge
604,72,1126,15032,0.22,15.64,3,Nyarugenge
254,14,886,5586,0.27,63.29,4,Nyarugenge
835,54,2559,11942,0.19,47.39,7,Nyarugenge
974,80,2658,9296,0.11,33.22,7,Nyarugenge
703,18,2804,19959,0.1,155.78,4,Nyarugenge
253,33,682,10892,0.28,20.67,9,Nyarugenge
426,61,816,14416,0.08,13.38,2,Nyarugenge
472,65,718,17337,0.21,11.05,9,Nyarugenge
528,13,1945,19392,0.12,149.62,8,Nyarugenge
599,95,1861,17461,0.28,19.59,6,Nyarugenge
201,18,1193,15112,0.1,66.28,1,Nyarugenge
935,55,2578,5651,0.26,46.87,1,Nyarugenge
699,81,1232,17766,0.05,15.21,7,Nyarugenge
948,59,1908,13774,0.08,32.34,1,Nyarugenge
693,38,757,9505,0.12,19.92,6,Nyarugenge
232,22,927,7146,0.18,42.14,9,Nyarugenge
929,45,1260,17349,0.1,28.0,6,Nyarugenge
295,70,1719,17533,0.05,24.56,6,Nyarugenge
960,34,1981,19531,0.22,58.26,1,Nyarugenge
662,55,2525,9736,0.29,45.91,8,Nyarugenge
593,68,2725,9906,0.27,40.07,4,Nyarugenge
928,45,2677,18905,0.19,59.49,9,Nyarugenge
535,24,2965,10729,0.16,123.54,9,Nyarugenge
700,42,2033,14156,0.12,48.4,8,Nyarugenge
726,75,1935,12101,0.12,25.8,1,Nyarugenge
350,31,609,6674,0.23,19.65,6,Nyarugenge
693,14,1654,7579,0.16,118.14,1,Nyarugenge
376,45,660,12882,0.12,14.67,2,Nyarugenge
792,86,2505,15396,0.15,29.13,1,Nyarugenge
734,21,1466,9774,0.18,69.81,3,Nyarugenge
305,57,1134,6045,0.09,19.89,2,Nyarugenge
591,42,1673,19854,0.25,39.83,9,Nyarugenge
808,60,1419,10044,0.25,23.65,8,Nyarugenge
417,26,1636,9851,0.06,62.92,3,Nyarugenge
205,85,1579,18345,0.1,18.58,5,Nyarugenge
754,86,2503,16936,0.24,29.1,7,Nyarugenge
877,73,2256,11907,0.11,30.9,7,Nyarugenge
543,26,641,19169,0.07,24.65,7,Nyarugenge
401,65,2475,9436,0.25,38.08,9,Nyarugenge
697,41,1219,19725,0.12,29.73,1,Nyarugenge
378,91,2078,5438,0.25,22.84,6,Nyarugenge
313,61,1749,16825,0.24,28.67,2,Nyarugenge
439,10,2972,9926,0.23,297.2,9,Nyarugenge
352,91,1725,13777,0.07,18.96,8,Nyarugenge
521,83,2983,9982,0.23,35.94,1,Nyarugenge
431,68,2608,15720,0.17,38.35,7,Nyarugenge
940,35,2431,19682,0.12,69.46,2,Nyarugenge
910,89,1302,12038,0.16,14.63,5,Nyarugenge
471,26,1241,6587,0.11,47.73,6,Nyarugenge
291,25,2821,12458,0.14,112.84,7,Nyarugenge
466,12,2487,10367,0.28,207.25,3,Nyarugenge
989,69,1001,16647,0.07,14.51,8,Nyarugenge
909,59,510,9580,0.2,8.64,2,Nyarugenge
228,36,2603,14899,0.21,72.31,1,Nyarugenge
764,52,536,14109,0.08,10.31,7,Nyarugenge
382,27,1772,16821,0.28,65.63,6,Nyarugenge
653,63,1596,18267,0.25,25.33,3,Nyarugenge
772,54,1207,18801,0.17,22.35,8,Nyarugenge
420,30,990,5297,0.3,33.0,5,Nyarugenge
417,89,924,9662,0.27,10.38,3,Nyarugenge
243,41,2695,18213,0.12,65.73,8,Nyarugenge
813,17,2180,14280,0.3,128.24,3,Nyarugenge
363,82,951,17769,0.24,11.6,2,Nyarugenge
561,43,2844,13807,0.13,66.14,3,Nyarugenge
336,60,1965,10679,0.25,32.75,1,Nyarugenge
517,19,1664,15859,0.15,87.58,9,Nyarugenge
437,70,698,18535,0.21,9.97,8,Nyarugenge
413,67,2044,15729,0.28,30.51,5,Nyarugenge
685,39,1900,9742,0.22,48.72,4,Nyarugenge
468,41,1691,16298,0.27,41.24,4,Nyarugenge
316,84,1349,18283,0.28,16.06,1,Nyarugenge
846,28,2841,15537,0.16,101.46,2,Nyarugenge
614,38,768,18014,0.19,20.21,5,Nyarugenge
676,81,767,9120,0.28,9.47,8,Nyarugenge
929,31,2609,11416,0.22,84.16,1,Nyarugenge
496,21,1530,11990,0.28,72.86,6,Nyarugenge
421,44,2213,7695,0.23,50.3,6,Nyarugenge
210,36,2121,6414,0.19,58.92,7,Nyarugenge
410,49,1135,13697,0.12,23.16,8,Nyarugenge
337,76,2018,7793,0.25,26.55,2,Nyarugenge
905,23,1440,12636,0.06,62.61,9,Nyarugenge
880,33,791,19340,0.12,23.97,6,Nyarugenge
753,75,1414,14165,0.13,18.85,2,Nyarugenge
494,91,2010,6490,0.07,22.09,6,Nyarugenge
492,67,1544,12661,0.27,23.04,7,Nyarugenge
556,79,2151,8066,0.25,27.23,1,Nyarugenge
805,66,2585,7539,0.25,39.17,7,Nyarugenge
822,26,1312,18799,0.17,50.46,9,Nyarugenge
213,77,1195,13692,0.14,15.52,8,Nyarugenge
927,67,2609,12302,0.22,38.94,4,Nyarugenge
349,80,1432,6499,0.1,17.9,7,Nyarugenge
461,60,2330,19823,0.24,38.83,2,Nyarugenge
329,77,1240,18255,0.26,16.1,2,Nyarugenge
470,36,2320,10641,0.25,64.44,9,Nyarugenge
396,28,971,17313,0.11,34.68,1,Nyarugenge
500,16,2933,6325,0.14,183.31,1,Nyarugenge
295,67,1162,16246,0.17,17.34,6,Nyarugenge
835,36,1769,7539,0.21,49.14,5,Nyarugenge
319,61,2978,12055,0.05,48.82,2,Nyarugenge
654,50,2044,12301,0.18,40.88,1,Nyarugenge
252,75,1157,12279,0.26,15.43,7,Nyarugenge
579,10,2875,14636,0.27,287.5,8,Nyarugenge
863,46,2732,19362,0.11,59.39,6,Nyarugenge
303,94,1104,5495,0.26,11.74,1,Nyarugenge
778,11,1881,7990,0.07,171.0,7,Nyarugenge
424,47,955,16048,0.08,20.32,8,Nyarugenge
236,22,2239,9940,0.09,101.77,2,Nyarugenge
753,27,2797,10582,0.05,103.59,6,Nyarugenge
366,51,1070,9913,0.28,20.98,6,Nyarugenge
485,70,2763,17753,0.26,39.47,9,Nyarugenge
456,73,2101,11544,0.1,28.78,9,Nyarugenge
396,20,579,15590,0.2,28.95,5,Nyarugenge
994,63,2899,5117,0.06,46.02,6,Nyarugenge
845,31,2141,9313,0.29,69.06,5,Nyarugenge
492,26,707,13842,0.19,27.19,7,Nyarugenge
781,30,2557,17741,0.11,85.23,5,Nyarugenge
656,53,1031,7750,0.18,19.45,9,Nyarugenge
784,81,2220,8564,0.21,27.41,5,Nyarugenge
413,64,1730,13745,0.3,27.03,8,Nyarugenge
557,82,2164,9888,0.08,26.39,8,Nyarugenge
286,49,758,9503,0.18,15.47,5,Nyarugenge
715,99,2042,11587,0.26,20.63,4,Nyarugenge
512,79,1180,12466,0.12,14.94,9,Nyarugenge
651,92,2548,13595,0.14,27.7,4,Nyarugenge
254,86,2581,14274,0.08,30.01,6,Nyarugenge
440,55,1041,16964,0.18,18.93,1,Nyarugenge
813,71,2428,7086,0.19,34.2,9,Nyarugenge
247,25,931,12702,0.24,37.24,3,Nyarugenge
971,15,2221,5592,0.1,148.07,5,Nyarugenge
567,53,905,19430,0.06,17.08,8,Nyarugenge
972,63,2995,15045,0.21,47.54,4,Nyarugenge
307,64,823,11988,0.08,12.86,2,Nyarugenge
306,42,2374,14757,0.21,56.52,2,Nyarugenge
283,19,1116,14234,0.25,58.74,7,Nyarugenge
744,71,2931,7198,0.21,41.28,7,Nyarugenge
659,17,2997,18625,0.16,176.29,8,Nyarugenge
318,24,1089,16691,0.11,45.38,9,Nyarugenge
422,53,2171,11852,0.29,40.96,3,Nyarugenge
816,57,925,12748,0.16,16.23,7,Nyarugenge
300,32,1326,10857,0.13,41.44,4,Nyarugenge
621,68,1985,18884,0.25,29.19,9,Nyarugenge
643,17,2485,19242,0.19,146.18,2,Nyarugenge
984,93,603,6321,0.22,6.48,1,Nyarugenge
488,48,1425,18336,0.27,29.69,9,Nyarugenge
277,73,969,17136,0.17,13.27,7,Nyarugenge
578,37,1565,12435,0.07,42.3,8,Nyarugenge
915,71,1059,16047,0.19,14.92,2,Nyarugenge
346,61,1490,11583,0.28,24.43,3,Nyarugenge
929,89,2221,16378,0.08,24.96,7,Nyarugenge
911,43,591,14074,0.1,13.74,2,Nyarugenge
411,95,687,9941,0.21,7.23,6,Nyarugenge
810,45,733,9693,0.14,16.29,9,Nyarugenge
574,26,673,9753,0.26,25.88,5,Nyarugenge
948,79,846,14611,0.29,10.71,6,Nyarugenge
228,10,2290,6895,0.1,229.0,8,Nyarugenge
585,38,1286,8514,0.08,33.84,5,Nyarugenge
432,45,1350,9161,0.24,30.0,8,Nyarugenge
676,64,2936,11773,0.15,45.88,1,Nyarugenge
526,57,1887,12074,0.13,33.11,3,Nyarugenge
654,90,1524,16929,0.13,16.93,7,Nyarugenge
497,56,925,13703,0.24,16.52,5,Nyarugenge
369,52,503,11798,0.29,9.67,4,Nyarugenge
962,33,2521,14796,0.27,76.39,4,Nyarugenge
240,80,639,7594,0.23,7.99,1,Nyarugenge
643,41,1605,12824,0.12,39.15,1,Nyarugenge
345,14,1592,8209,0.1,113.71,7,Nyarugenge
465,71,1149,18528,0.21,16.18,4,Nyarugenge
907,10,774,8590,0.23,77.4,1,Nyarugenge
750,75,1917,11412,0.12,25.56,3,Nyarugenge
262,86,2882,14816,0.17,33.51,9,Nyarugenge
992,74,1771,6988,0.23,23.93,6,Nyarugenge
596,81,1961,7897,0.27,24.21,2,Nyarugenge
604,25,600,16934,0.27,24.0,4,Nyarugenge
739,49,1914,15260,0.28,39.06,9,Nyarugenge
877,68,1556,5994,0.07,22.88,6,Nyarugenge
723,94,1714,15572,0.06,18.23,9,Nyarugenge
263,31,1102,8990,0.17,35.55,9,Nyarugenge
339,48,613,13742,0.25,12.77,8,Nyarugenge
790,64,1795,19685,0.07,28.05,5,Nyarugenge
327,31,1680,12459,0.14,54.19,4,Nyarugenge
794,38,2177,19379,0.29,57.29,1,Nyarugenge
526,25,2489,14687,0.14,99.56,5,Nyarugenge
937,32,580,17450,0.12,18.12,7,Nyarugenge
347,78,878,13163,0.07,11.26,1,Nyarugenge
328,21,1597,7254,0.19,76.05,7,Nyarugenge
703,42,2534,12564,0.2,60.33,5,Nyarugenge
341,76,2441,8260,0.25,32.12,2,Nyarugenge
472,68,2205,12960,0.06,32.43,2,Gasabo
518,13,1152,6628,0.2,88.62,5,Nyarugenge
201,31,2562,16197,0.06,82.65,2,Nyarugenge
808,52,2107,12727,0.08,40.52,8,Nyarugenge
305,99,1753,6956,0.07,17.71,8,Nyarugenge
514,75,1879,19266,0.15,25.05,9,Nyarugenge
890,54,1793,14106,0.27,33.2,7,Nyarugenge
578,17,2862,12531,0.15,168.35,8,Nyarugenge
742,39,1199,16337,0.24,30.74,7,Nyarugenge
370,60,1949,9420,0.24,32.48,1,Nyarugenge
532,83,1125,17403,0.29,13.55,2,Nyarugenge
476,27,2501,10692,0.21,92.63,1,Nyarugenge
347,16,2975,13849,0.14,185.94,7,Nyarugenge
854,38,1449,6267,0.29,38.13,5,Nyarugenge
915,35,1617,19377,0.07,46.2,6,Nyarugenge
734,15,1653,10313,0.24,110.2,9,Nyarugenge
865,94,2307,10580,0.2,24.54,5,Nyarugenge
389,32,2061,12944,0.25,64.41,7,Nyarugenge
620,62,874,12454,0.24,14.1,1,Nyarugenge
450,99,2015,19390,0.15,20.35,6,Nyarugenge
291,19,1458,18722,0.23,76.74,5,Nyarugenge
925,58,1804,14992,0.26,31.1,6,Nyarugenge
716,32,2542,17490,0.12,79.44,2,Nyarugenge
540,64,2518,13856,0.07,39.34,6,Nyarugenge
652,53,997,16609,0.09,18.81,9,Nyarugenge
907,73,1049,10769,0.1,14.37,4,Nyarugenge
888,12,2289,9080,0.13,190.75,6,Nyarugenge
782,99,1654,16776,0.06,16.71,7,Nyarugenge
413,92,1933,12575,0.16,21.01,9,Nyarugenge
260,11,2476,8384,0.07,225.09,6,Nyarugenge
336,98,784,12098,0.14,8.0,5,Nyarugenge
316,44,1179,6468,0.29,26.8,4,Nyarugenge
457,47,1329,6177,0.3,28.28,9,Nyarugenge
857,24,1335,9059,0.11,55.62,5,Nyarugenge
580,99,2350,5524,0.11,23.74,4,Nyarugenge
977,29,1406,14427,0.29,48.48,3,Nyarugenge
336,49,2897,13519,0.15,59.12,3,Nyarugenge
530,69,1798,14007,0.12,26.06,3,Nyarugenge
386,11,1442,7886,0.19,131.09,3,Nyarugenge
796,26,1565,17207,0.08,60.19,7,Nyarugenge
399,95,583,11692,0.09,6.14,6,Nyarugenge
810,19,1062,13551,0.06,55.89,2,Nyarugenge
972,10,2796,6981,0.22,279.6,7,Nyarugenge
435,62,1725,17161,0.27,27.82,7,Nyarugenge
679,98,2739,16177,0.19,27.95,4,Nyarugenge
764,65,2770,11868,0.11,42.62,3,Nyarugenge
245,82,1814,6750,0.07,22.12,1,Nyarugenge
833,16,1587,14490,0.17,99.19,3,Nyarugenge
415,18,1284,7333,0.28,71.33,4,Nyarugenge
532,63,2842,8017,0.07,45.11,7,Nyarugenge
620,31,846,6804,0.16,27.29,8,Nyarugenge
376,43,2372,19315,0.28,55.16,8,Nyarugenge
631,62,1122,6224,0.24,18.1,2,Nyarugenge
376,13,1876,10389,0.11,144.31,2,Nyarugenge
911,14,542,14824,0.2,38.71,1,Nyarugenge
785,61,1483,19364,0.24,24.31,4,Nyarugenge
812,64,1525,11210,0.18,23.83,7,Nyarugenge
423,31,2345,5777,0.11,75.65,2,Nyarugenge
578,36,1943,17324,0.22,53.97,4,Nyarugenge
789,14,600,5443,0.13,42.86,1,Nyarugenge
673,53,543,13097,0.21,10.25,8,Nyarugenge
961,54,2011,19572,0.08,37.24,8,Nyarugenge
955,18,1748,5750,0.06,97.11,6,Nyarugenge
632,76,1636,7467,0.13,21.53,7,Nyarugenge
354,63,926,16206,0.14,14.7,7,Nyarugenge
920,26,2434,18641,0.24,93.62,3,Nyarugenge
288,12,2642,5945,0.1,220.17,9,Nyarugenge
318,51,1950,9938,0.16,38.24,3,Nyarugenge
204,80,2837,6949,0.27,35.46,7,Nyarugenge
879,13,1098,7641,0.19,84.46,6,Nyarugenge
749,98,2252,6738,0.12,22.98,7,Nyarugenge
608,16,644,17553,0.09,40.25,9,Nyarugenge
772,25,2338,12392,0.16,93.52,9,Nyarugenge
240,19,727,10717,0.18,38.26,6,Nyarugenge
650,67,1622,12836,0.24,24.21,2,Nyarugenge
851,74,1431,8053,0.24,19.34,1,Nyarugenge
741,92,801,16792,0.16,8.71,6,Nyarugenge
784,72,2454,14037,0.28,34.08,6,Nyarugenge
304,58,1791,8928,0.17,30.88,5,Nyarugenge
234,87,1072,19001,0.11,12.32,5,Nyarugenge
428,77,2224,19145,0.06,28.88,6,Nyarugenge
608,66,2532,16697,0.3,38.36,4,Nyarugenge
350,69,2731,14630,0.18,39.58,9,Nyarugenge
316,64,1238,13208,0.08,19.34,3,Nyarugenge
437,83,2411,15772,0.29,29.05,1,Nyarugenge
746,51,2934,10044,0.26,57.53,7,Nyarugenge
583,20,2760,11466,0.28,138.0,6,Nyarugenge
351,33,1493,19214,0.29,45.24,1,Nyarugenge
984,75,747,18037,0.17,9.96,3,Nyarugenge
853,85,2529,11440,0.26,29.75,1,Nyarugenge
716,46,1894,17777,0.26,41.17,5,Nyarugenge
518,41,2540,16267,0.12,61.95,6,Nyarugenge
312,16,2233,8294,0.3,139.56,5,Nyarugenge
599,45,2199,11524,0.16,48.87,1,Nyarugenge
429,96,1780,11846,0.16,18.54,6,Nyarugenge
613,14,2293,13495,0.26,163.79,1,Nyarugenge
573,28,1792,15002,0.27,64.0,7,Nyarugenge
631,15,2943,7832,0.21,196.2,3,Nyarugenge
922,65,1869,6158,0.22,28.75,2,Nyarugenge
457,38,590,12917,0.13,15.53,7,Nyarugenge
569,75,1658,11067,0.2,22.11,1,Nyarugenge
406,48,1135,18380,0.24,23.65,8,Nyarugenge
597,91,1592,7703,0.07,17.49,6,Nyarugenge
945,58,983,14156,0.2,16.95,8,Nyarugenge
536,64,531,8147,0.15,8.3,5,Nyarugenge
704,30,1957,19086,0.24,65.23,7,Nyarugenge
336,54,1371,7291,0.16,25.39,1,Nyarugenge
477,81,614,8165,0.13,7.58,9,Nyarugenge
707,56,2697,12025,0.11,48.16,1,Nyarugenge
455,90,2493,8943,0.09,27.7,8,Nyarugenge
655,84,2998,13038,0.22,35.69,1,Nyarugenge
488,70,577,7283,0.16,8.24,9,Nyarugenge
561,73,899,19931,0.16,12.32,4,Nyarugenge
727,79,2050,13343,0.27,25.95,4,Nyarugenge
263,83,2773,16159,0.24,33.41,3,Nyarugenge
798,41,2218,19921,0.2,54.1,4,Nyarugenge
663,65,1501,15823,0.12,23.09,9,Nyarugenge
731,13,930,5147,0.1,71.54,4,Nyarugenge
772,75,1010,12536,0.27,13.47,1,Nyarugenge
612,95,1249,10073,0.15,13.15,9,Nyarugenge
915,59,592,6773,0.22,10.03,9,Nyarugenge
613,43,1664,17975,0.19,38.7,8,Nyarugenge
689,83,1451,13044,0.17,17.48,8,Nyarugenge
595,37,563,10137,0.23,15.22,1,Nyarugenge
769,69,1291,19362,0.23,18.71,5,Nyarugenge
927,57,2790,10678,0.09,48.95,8,Nyarugenge
551,26,590,5582,0.25,22.69,8,Nyarugenge
561,87,2083,14563,0.08,23.94,6,Nyarugenge
933,19,1651,7244,0.28,86.89,7,Nyarugenge
200,45,1866,17101,0.08,41.47,8,Nyarugenge
647,83,951,13436,0.25,11.46,1,Nyarugenge
719,67,2674,12394,0.09,39.91,2,Nyarugenge
637,18,1169,17007,0.05,64.94,4,Nyarugenge
246,43,2081,18610,0.11,48.4,9,Nyarugenge
399,77,2486,10757,0.24,32.29,4,Nyarugenge
965,22,697,11498,0.26,31.68,1,Nyarugenge
291,29,2224,8657,0.06,76.69,3,Nyarugenge
304,37,2336,10525,0.08,63.14,8,Nyarugenge
714,48,979,5835,0.09,20.4,3,Nyarugenge
726,32,542,14278,0.22,16.94,3,Nyarugenge
388,47,1407,17358,0.14,29.94,8,Nyarugenge
223,69,2595,6212,0.27,37.61,3,Nyarugenge
242,43,2691,12254,0.06,62.58,1,Nyarugenge
743,32,1460,7486,0.09,45.62,7,Nyarugenge
455,63,652,9931,0.13,10.35,1,Nyarugenge
431,14,866,15542,0.3,61.86,7,Nyarugenge
431,63,523,14669,0.1,8.3,3,Nyarugenge
850,18,2751,19384,0.19,152.83,1,Nyarugenge
266,68,2683,15627,0.07,39.46,3,Nyarugenge
721,59,1346,6126,0.27,22.81,5,Nyarugenge
856,10,2519,10579,0.11,251.9,8,Nyarugenge
740,54,2352,5210,0.14,43.56,7,Nyarugenge
990,51,538,17793,0.06,10.55,5,Nyarugenge
577,23,2679,10444,0.08,116.48,5,Nyarugenge
372,20,2834,19306,0.15,141.7,5,Nyarugenge
970,14,700,18057,0.19,50.0,6,Nyarugenge
570,82,570,16934,0.28,6.95,6,Nyarugenge
310,12,2158,13722,0.19,179.83,7,Nyarugenge
231,96,1266,15390,0.08,13.19,2,Nyarugenge
623,54,2785,7737,0.25,51.57,6,Nyarugenge
